Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
RGT,"Royce Global Value Trust, Inc.",10.51,$110.39M,2013,n/a,n/a,https://old.nasdaq.com/symbol/rgt
RMT,"Royce Micro-Cap Trust, Inc.",6.73,$287.17M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rmt
RVT,"Royce Value Trust, Inc.",11.55,$1.15B,1986,n/a,n/a,https://old.nasdaq.com/symbol/rvt
RES,"RPC, Inc.",3.43,$738.34M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/res
RPM,RPM International Inc.,69.69,$9.02B,n/a,Basic Industries,Paints/Coatings,https://old.nasdaq.com/symbol/rpm
RPT,RPT Realty,5.99,$482.71M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rpt
RPT^D,RPT Realty,31.7,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rpt^d
RTW,"RTW Retailwinds, Inc.",0.3924,$25.6M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/rtw
RYB,"RYB Education, Inc.",2.63,$72.55M,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ryb
R,"Ryder System, Inc.",33.42,$1.8B,n/a,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,4.66,$177.63M,2014,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/ryi
RHP,"Ryman Hospitality Properties, Inc.",30.81,$1.69B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,311.63,$75.07B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,26.92,$392.48M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sbr
SB,"Safe Bulkers, Inc",0.94,$98M,2008,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sb
SB^C,"Safe Bulkers, Inc",15.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",15.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sb^d
SFE,"Safeguard Scientifics, Inc.",6.29,$130.03M,n/a,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/sfe
SAFE,Safehold Inc.,49.87,$2.55B,2017,Consumer Services,Real Estate,https://old.nasdaq.com/symbol/safe
SAIL,"SailPoint Technologies Holdings, Inc.",20.51,$1.84B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sail
CRM,Salesforce.com Inc,172.5,$155.06B,2004,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,4.16,$73.73M,2012,n/a,n/a,https://old.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",11.01,$1.24B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,2.56,$119.32M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sjt
SD,"SandRidge Energy, Inc.",1.57,$56.17M,2016,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sd
PER,SandRidge Permian Trust,0.4567,$23.98M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/per
SAND          ,Sandstorm Gold Ltd,8.54,$1.62B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sand
SC,Santander Consumer USA Holdings Inc.,15.62,$5.02B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sc
SAP,SAP SE,117.48,$140.23B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sap
SAF,Saratoga Investment Corp,23.1256,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/saf
SAR,Saratoga Investment Corp,14.06,$157.72M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,4.81,$3.04B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",30.2,$700.64M,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bfs
BFS^D,"Saul Centers, Inc.",19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bfs^d
BFS^E,"Saul Centers, Inc.",18.7,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bfs^e
SCPE,SC Health Corporation,10.05,$229.27M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/scpe
SCPE.U,SC Health Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/scpe.u
SCPE.WS,SC Health Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/scpe.ws
SLB,Schlumberger N.V.,17.95,$24.91B,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/slb
SNDR,"Schneider National, Inc.",22.13,$3.92B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/sndr
SWM,"Schweitzer-Mauduit International, Inc.",30.09,$938.67M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,84.69,$4.91B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,15.91,$115.31M,2013,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/salt
STNG,Scorpio Tankers Inc.,17.11,$1B,2010,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),144.91,$8.04B,1992,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/smg
KTF,Scudder Municiple Income Trust,10.39,$410.41M,1988,n/a,n/a,https://old.nasdaq.com/symbol/ktf
KSM,Scudder Strategic Municiple Income Trust,9.81,$109.91M,1989,n/a,n/a,https://old.nasdaq.com/symbol/ksm
SRL,Scully Royalty Ltd.,7.3,$91.65M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srl
SCU,"Sculptor Capital Management, Inc.",11.11,$609.98M,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/scu
SCVX,SCVX Corp.,9.76,$224.48M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/scvx
SCVX.U,SCVX Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/scvx.u
SCVX.WS,SCVX Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/scvx.ws
SE,Sea Limited,69.49,$32.39B,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/se
SA,"Seabridge Gold, Inc.",15.14,$983.26M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",25.98,$528.25M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,1.78,$40.99M,2017,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/smhi
SDRL,Seadrill Limited,0.4704,$47.15M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sdrl
SEE,Sealed Air Corporation,30.45,$4.74B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/see
SEAS,"SeaWorld Entertainment, Inc.",15.7,$1.23B,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,0.597,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,0.601,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jbr
WTTR,"Select Energy Services, Inc.",4.83,$497.84M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,15.74,$2.11B,2009,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/sem
SRE,Sempra Energy,124,$36.27B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/sre
SRE^A,Sempra Energy,102.74,n/a,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/sre^a
SRE^B,Sempra Energy,101.1266,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sre^b
SREA,Sempra Energy,25.3,n/a,2019,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/srea
ST,Sensata Technologies Holding plc,35.99,$5.66B,2010,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,45.76,$1.94B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,5.02,$120.21M,2011,Technology,Semiconductors,https://old.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,7.51,$419.63M,2015,Finance,Real Estate,https://old.nasdaq.com/symbol/srg
SRG^A,Seritage Growth Properties,13.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srg^a
SCI,Service Corporation International,37.53,$6.69B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",28.26,$3.73B,2014,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",374.87,$71.15B,2012,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/now
SFL,SFL Corporation Ltd,9.75,$1.16B,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sfl
SHAK,"Shake Shack, Inc.",51.57,$2.13B,2015,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,16.07,$7.89B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",13.46,$5.29B,2014,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),572.25,$51.96B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,24.33,$11.74B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/shg
SHOP,Shopify Inc.,738.02,$79.3B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",37.19,$1.33B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/sstk
SBSW,Sibayne Gold Limited,8.3,$5.54B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sbsw
SIG,Signet Jewelers Limited,10.03,$525M,n/a,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/sig
SBOW,"SilverBow Resorces, Inc.",4.55,$54.08M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sbow
SI,Silvergate Capital Corporation,14.59,$272.37M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/si
SPG,"Simon Property Group, Inc.",56.91,$17.4B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",60.76,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",73.4,$3.19B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",26.72,$2.89B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/shi
SITC,SITE Centers Corp.,5.45,$1.05B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sitc
SITC^A,SITE Centers Corp.,17.5879,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sitc^a
SITC^K,SITE Centers Corp.,17.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sitc^k
SITE,"SiteOne Landscape Supply, Inc.",96.15,$4.03B,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,22.69,$1.92B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/six
SJW,SJW Group,56.98,$1.62B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",18.78,$12.37B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",27.32,$4.31B,1999,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,22.81,$1.29B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/sky
SLG,SL Green Realty Corp,40.99,$3.14B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corp,25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/slg^i
WORK,"Slack Technologies, Inc.",29,$16.29B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/work
SM,SM Energy Company,3.6,$406.76M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sm
SMAR,Smartsheet Inc.,53.79,$6.42B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/smar
SNN,"Smith & Nephew SNATS, Inc.",40.07,$17.53B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/snn
SNAP,Snap Inc.,17.49,$25.28B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,134.39,$7.3B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sna
IPOB.U,Social Capital Hedosophia Holdings Corp. II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipob.u
IPOC.U,Social Capital Hedosophia Holdings Corp. III,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipoc.u
SQM,Sociedad Quimica y Minera S.A.,23.48,$6.18B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sqm
SOGO,Sogou Inc.,3.47,$1.35B,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",6.35,$287.55M,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/soi
SWI,SolarWinds Corporation,16.91,$5.27B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/swi
SAH,"Sonic Automotive, Inc.",24.01,$1.03B,1997,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/sah
SON,Sonoco Products Company,48.2,$4.84B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/son
SNE,Sony Corp Ord,64.07,$78.18B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/sne
SOR,"Source Capital, Inc.",32.18,$272.77M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",27.74,$2.56B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sji
SJIJ,"South Jersey Industries, Inc.",24.745,n/a,2019,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjij
SJIU,"South Jersey Industries, Inc.",46.75,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjiu
SCE^G,Southern California Edison Company,23.032,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,23.52,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,21.4615,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,22.302,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,21.58,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^l
SO,Southern Company (The),54.42,$57.47B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/so
SOJA,Southern Company (The),25.58,n/a,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soja
SOJB,Southern Company (The),25.63,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojb
SOJC,Southern Company (The),25.86,n/a,2017,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojc
SOJD,Southern Company (The),24.6,n/a,2020,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojd
SOLN,Southern Company (The),46.26,n/a,2019,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soln
SCCO,Southern Copper Corporation,35.63,$27.54B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,27.09,$15.97B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/luv
SWX,"Southwest Gas Holdings, Inc.",74.1,$4.09B,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,2.92,$1.58B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/swn
SPAQ,Spartan Energy Acquisition Corp,10.23,$705.87M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/spaq
SPAQ.U,Spartan Energy Acquisition Corp,n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/spaq.u
SPAQ.WS,Spartan Energy Acquisition Corp,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spaq.ws
SPE,Special Opportunities Fund Inc.,10.0511,$85.44M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,24.94,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spe^b
SPB           ,"Spectrum Brands Holdings, Inc.",42.86,$1.85B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spb
SR,Spire Inc.,71.77,$3.68B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sr
SR^A,Spire Inc.,26.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sr^a
SPR,"Spirit Aerosystems Holdings, Inc.",21.18,$2.24B,2006,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/spr
SAVE,"Spirit Airlines, Inc.",9.99,$885.76M,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/save
SRC,"Spirit Realty Capital, Inc.",28.71,$2.96B,2013,Consumer Services,Building operators,https://old.nasdaq.com/symbol/src
SRC^A,"Spirit Realty Capital, Inc.",23.62,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/src^a
SPOT,Spotify Technology S.A.,161.43,$30.02B,2018,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/spot
SRLP,Sprague Resources LP,13.8,$316.34M,2013,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/srlp
SPXC,SPX Corporation,38.32,$1.71B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",31.43,$1.34B,2015,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/flow
SQ,"Square, Inc.",76.63,$33.67B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),18.86,$1.11B,n/a,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/joe
STAG,"Stag Industrial, Inc.",24.79,$3.69B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stag
STAG^C,"Stag Industrial, Inc.",25.58,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stag^c
SMP,"Standard Motor Products, Inc.",38.67,$862.85M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/smp
SXI,Standex International Corporation,49.33,$612.16M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sxi
SWK,"Stanley Black & Decker, Inc.",120.66,$18.6B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swk
SWT,"Stanley Black & Decker, Inc.",79.48,n/a,2019,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swt
STN,Stantec Inc,29.55,$3.28B,n/a,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/stn
SGU,"Star Group, L.P.",7.58,$342.6M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sgu
SRT,"StarTek, Inc.",3.61,$139.09M,1997,Technology,Professional Services,https://old.nasdaq.com/symbol/srt
STWD,"STARWOOD PROPERTY TRUST, INC.",12.67,$3.58B,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stwd
STT,State Street Corporation,58.46,$20.58B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stt
STT^D,State Street Corporation,25.34,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^d
STT^G,State Street Corporation,26.19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^g
SPLP,Steel Partners Holdings LP,4.52,$112.67M,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/splp
SPLP^A,Steel Partners Holdings LP,15.86,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/splp^a
SCS,Steelcase Inc.,11.11,$1.27B,1998,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/scs
SCA,Stellus Capital Investment Corporation,21.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sca
SCM,Stellus Capital Investment Corporation,6.87,$133.79M,2012,n/a,n/a,https://old.nasdaq.com/symbol/scm
SCL,Stepan Company,91.03,$2.05B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/scl
STE,STERIS plc,159.54,$13.53B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ste
STL,Sterling Bancorp,11.21,$2.18B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl
STL^A,Sterling Bancorp,24.2,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl^a
STC,Stewart Information Services Corporation,30.92,$732.28M,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,45.07,$3.09B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,25.4564,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf^a
SF^B,Stifel Financial Corporation,25.72,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sf^b
SFB,Stifel Financial Corporation,25.04,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sfb
STM,STMicroelectronics N.V.,24.89,$22.08B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/stm
EDF,Stone Harbor Emerging Markets Income Fund,6.22,$103.02M,2010,n/a,n/a,https://old.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,6.61,$65.08M,2012,n/a,n/a,https://old.nasdaq.com/symbol/edi
STON,StoneMor Inc.,0.6005,$56.73M,2004,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ston
SRI,"Stoneridge, Inc.",18.52,$499.91M,1997,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,18.27,$4.47B,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stor
GJH,STRATS Trust,9.4501,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjh
GJO,STRATS Trust,21.52,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjo
GJS,STRATS Trust,18,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjs
SYK,Stryker Corporation,191.92,$72.04B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/syk
MSC,Studio City International Holdings Limited,15.5,$1.22B,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/msc
RGR,"Sturm, Ruger & Company, Inc.",57.99,$1.01B,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",13.83,$859.28M,1996,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sph
SMFG,Sumitomo Mitsui Financial Group Inc,5.37,$36.77B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/smfg
INN,"Summit Hotel Properties, Inc.",5.29,$558.64M,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/inn
INN^D,"Summit Hotel Properties, Inc.",16.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/inn^d
INN^E,"Summit Hotel Properties, Inc.",16.81,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/inn^e
SUM,"Summit Materials, Inc.",13.54,$1.55B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",0.8105,$76.64M,2012,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/smlp
SUI,"Sun Communities, Inc.",133.68,$13.14B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sui
SLF,Sun Life Financial Inc.,33.77,$19.74B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/slf
SXC,"SunCoke Energy, Inc.",3.04,$251.59M,2011,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,17.23,$26.28B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/su
STG,Sunlands Technology Group,1.7381,$295.55M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stg
NOVA,Sunnova Energy International Inc.,15.75,$1.32B,2019,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/nova
SUN,Sunoco LP,23.85,$2.37B,2012,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/sun
SHO,"Sunstone Hotel Investors, Inc.",8.53,$1.84B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",21.98,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",22.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^f
SPN,"Superior Energy Services, Inc.",1.31,$20.7M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/spn
SUP,"Superior Industries International, Inc.",1.23,$31.48M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sup
SOAC.U,Sustainable Opportunities Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/soac.u
SUZ,Suzano S.A.,7.21,$9.73B,2018,Basic Industries,Paper,https://old.nasdaq.com/symbol/suz
SWZ,"Swiss Helvetia Fund, Inc. (The)",7.4,$98.18M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/swz
