Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
DDD,3D Systems Corporation,7.59,$902.29M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ddd
MMM,3M Company,149.27,$85.86B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mmm
WBAI,500.com Limited,3.34,$143.62M,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/wbai
WUBA,58.com Inc.,51.94,$7.78B,2013,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/wuba
EGHT,8x8 Inc,16.17,$1.66B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/eght
AHC,A.H. Belo Corporation,1.52,$32.54M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/ahc
AOS,A.O Smith Corporation,43.5,$7.01B,n/a,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/aos
ATEN,"A10 Networks, Inc.",6.64,$524.47M,2014,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/aten
AIR,AAR Corp.,17.65,$619.53M,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/air
AAN,"Aaron&#39;s,  Inc.",33.37,$2.25B,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/aan
ABB,ABB Ltd,18.68,$39.86B,n/a,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/abb
ABT,Abbott Laboratories,90.27,$159.67B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abt
ABBV,AbbVie Inc.,91.47,$161.2B,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abbv
ANF,Abercrombie & Fitch Company,11.86,$730.55M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/anf
AGD,Aberdeen Global Dynamic Dividend Fund,8.25,$103.53M,2006,n/a,n/a,https://old.nasdaq.com/symbol/agd
AWP,Aberdeen Global Premier Properties Fund,4.27,$364.69M,2007,n/a,n/a,https://old.nasdaq.com/symbol/awp
ACP,Aberdeen Income Credit Strategies Fund,7.75,$135.1M,2011,n/a,n/a,https://old.nasdaq.com/symbol/acp
JEQ,"Aberdeen Japan Equity Fund, Inc. ",6.97,$93.46M,1992,n/a,n/a,https://old.nasdaq.com/symbol/jeq
AOD,Aberdeen Total Dynamic Dividend Fund,7.18,$756.99M,2007,n/a,n/a,https://old.nasdaq.com/symbol/aod
ABM,ABM Industries Incorporated,32.58,$2.17B,n/a,Finance,Diversified Commercial Services,https://old.nasdaq.com/symbol/abm
AKR,Acadia Realty Trust,11.63,$1B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/akr
ACEL,"Accel Entertainment, Inc.",8.74,$683.96M,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/acel
ACEL.WS,"Accel Entertainment, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/acel.ws
ACN,Accenture plc,192.75,$122.9B,2001,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/acn
ACCO,Acco Brands Corporation,6.18,$583.78M,n/a,Consumer Durables,Publishing,https://old.nasdaq.com/symbol/acco
ATV,"Acorn International, Inc.",13.2712,$34.25M,2007,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/atv
AYI,"Acuity Brands, Inc. ",84.97,$3.37B,n/a,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/ayi
GOLF,Acushnet Holdings Corp.,29.89,$2.22B,2016,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/golf
ADX,"Adams Diversified Equity Fund, Inc.",14.32,$1.56B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/adx
PEO,"Adams Natural Resources Fund, Inc.",10.72,$320.26M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/peo
ADCT,ADC Therapeutics SA,30,$1.92B,2020,n/a,n/a,https://old.nasdaq.com/symbol/adct
AGRO,Adecoagro S.A.,3.81,$448.87M,2011,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/agro
ADNT,Adient plc,17,$1.6B,2016,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/adnt
ADT,ADT Inc.,6.3,$4.85B,2018,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/adt
ATGE,Adtalem Global Education Inc.,32.93,$1.71B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/atge
AAP,Advance Auto Parts Inc,131.11,$9.06B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/aap
ADSW,"Advanced Disposal Services, Inc.",32.56,$2.94B,2016,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/adsw
WMS,"Advanced Drainage Systems, Inc.",40.49,$2.79B,2014,Capital Goods,Containers/Packaging,https://old.nasdaq.com/symbol/wms
ASIX,AdvanSix Inc.,11.42,$319.81M,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/asix
AVK,Advent Convertible and Income Fund,11.86,$409.47M,2003,n/a,n/a,https://old.nasdaq.com/symbol/avk
ACM,AECOM,34.69,$5.55B,2007,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/acm
AEFC,Aegon Funding Company LLC,22.07,n/a,2019,Finance,Life Insurance,https://old.nasdaq.com/symbol/aefc
AEB,Aegon NV,20.445,n/a,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aeb
AEG,Aegon NV,2.47,$5.07B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aeg
AER,Aercap Holdings N.V.,29.22,$3.79B,2006,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/aer
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",40.39,$3.17B,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/ajrd
AMG,"Affiliated Managers Group, Inc.",66.6,$3.15B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/amg
MGR,"Affiliated Managers Group, Inc.",25.19,n/a,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/mgr
AFL,Aflac Incorporated,34.75,$24.93B,n/a,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/afl
MITT,"AG Mortgage Investment Trust, Inc.",2.71,$88.95M,2011,n/a,n/a,https://old.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",10.49,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",9.79,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^b
MITT^C,"AG Mortgage Investment Trust, Inc.",9.58,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^c
AGCO,AGCO Corporation,49.29,$3.69B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/agco
A,"Agilent Technologies, Inc.",83.66,$25.91B,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/a
AEM,Agnico Eagle Mines Limited,66.11,$15.96B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/aem
ADC,Agree Realty Corporation,62.33,$3.36B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/adc
AL,Air Lease Corporation,26.11,$2.97B,2011,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/al
AL^A,Air Lease Corporation,18.477,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/al^a
APD,"Air Products and Chemicals, Inc.",238.95,$52.77B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/apd
ALP^Q,Alabama Power Company,26.84,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alp^q
ALG,"Alamo Group, Inc.",93.12,$1.1B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/alg
AGI,Alamos Gold Inc.,8.12,$3.18B,2015,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/agi
ALK,"Alaska Air Group, Inc.",29.05,$3.56B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/alk
AIN,Albany International Corporation,54.76,$1.77B,n/a,Basic Industries,Textiles,https://old.nasdaq.com/symbol/ain
ALB,Albemarle Corporation,63.93,$6.8B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/alb
AA,Alcoa Corporation,7.8,$1.45B,2016,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/aa
ALC,Alcon Inc.,60.5,$29.54B,2019,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/alc
ALEX,"Alexander & Baldwin, Inc.",11.11,$803.33M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alex
ALX,"Alexander&#39;s, Inc.",241.69,$1.23B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alx
ARE,"Alexandria Real Estate Equities, Inc.",145.36,$18.34B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/are
AQN,Algonquin Power & Utilities Corp.,13.73,$7.22B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqn
AQNA,Algonquin Power & Utilities Corp.,26.75,n/a,2018,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqna
AQNB,Algonquin Power & Utilities Corp.,26.44,n/a,2019,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqnb
BABA,Alibaba Group Holding Limited,215.28,$577.54B,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/baba
Y,Alleghany Corporation,487.11,$6.97B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/y
ATI,Allegheny Technologies Incorporated,7.66,$969.98M,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ati
ALLE,Allegion plc,95.88,$8.84B,2013,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/alle
ALE,"Allete, Inc.",53.49,$2.77B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ale
ADS,Alliance Data Systems Corporation,44.83,$2.14B,2001,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ads
AFB,Alliance National Municipal Income Fund Inc,12.57,$361.32M,2002,n/a,n/a,https://old.nasdaq.com/symbol/afb
AWF,Alliance World Dollar Government Fund II,9.45,$814.87M,1993,n/a,n/a,https://old.nasdaq.com/symbol/awf
AB,AllianceBernstein Holding L.P.,22.8,$2.23B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ab
AIO,AllianzGI Artificial Intelligence & Tech Opp Fd,18.15,$622.96M,2019,n/a,n/a,https://old.nasdaq.com/symbol/aio
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,7.94,$144.96M,2017,n/a,n/a,https://old.nasdaq.com/symbol/cbh
NCV,AllianzGI Convertible & Income Fund,4.01,$362.38M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ncv
NCV^A,AllianzGI Convertible & Income Fund,25.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ncv^a
NCZ,AllianzGI Convertible & Income Fund II,3.51,$267.17M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ncz
NCZ^A,AllianzGI Convertible & Income Fund II,25.03,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ncz^a
ACV,AllianzGI Diversified Income & Convertible Fund,21.24,$219.8M,2015,n/a,n/a,https://old.nasdaq.com/symbol/acv
NFJ,"AllianzGI Dividend, Interest & Premium Strategy Fu",10.69,$1.01B,2005,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/nfj
NIE,AllianzGI Equity & Convertible Income Fund,21.2,$587.43M,2007,n/a,n/a,https://old.nasdaq.com/symbol/nie
ALSN,"Allison Transmission Holdings, Inc.",36.13,$4.09B,2012,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alsn
ALL,Allstate Corporation (The),99.04,$31.11B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/all
ALL^B,Allstate Corporation (The),25.61,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^b
ALL^G,Allstate Corporation (The),26.72,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^g
ALL^H,Allstate Corporation (The),25.5392,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^h
ALL^I,Allstate Corporation (The),24.87,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^i
ALLY,Ally Financial Inc.,16.57,$6.18B,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,22.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ally^a
PINE,"Alpine Income Property Trust, Inc.",11.78,$88.9M,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pine
ALTG,Alta Equipment Group Inc.,6.24,$184.15M,2019,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/altg
ALTG.WS,Alta Equipment Group Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/altg.ws
ALIN^A,Altera Infrastructure L.P.,14.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alin^a
ALIN^B,Altera Infrastructure L.P.,15.7101,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alin^b
ALIN^E,Altera Infrastructure L.P.,16.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alin^e
AYX,"Alteryx, Inc.",128.96,$8.51B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ayx
ATUS,"Altice USA, Inc.",24.22,$14.38B,2017,Consumer Services,Television Services,https://old.nasdaq.com/symbol/atus
MO,Altria Group,37.6,$69.87B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/mo
ACH,Aluminum Corporation of China Limited,5.26,$3.58B,2001,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/ach
ALUS,Alussa Energy Acquisition Corp.,9.66,$347.16M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/alus
ALUS.U,Alussa Energy Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/alus.u
ALUS.WS,Alussa Energy Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alus.ws
AMBC,"Ambac Financial Group, Inc.",13.69,$626.71M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc
AMBC.WS,"Ambac Financial Group, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ambc.ws
ABEV,Ambev S.A.,2.13,$33.51B,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/abev
AMC,"AMC Entertainment Holdings, Inc.",4.72,$492.02M,2013,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/amc
AMCR,Amcor plc,9.64,$15.18B,2019,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/amcr
AEE,Ameren Corporation,72.23,$17.83B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/aee
AMRC,"Ameresco, Inc.",20.05,$953.73M,2010,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/amrc
AMOV,"America Movil, S.A.B. de C.V.",12.74,$42.03B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov
AMX,"America Movil, S.A.B. de C.V.",12.99,$42.85B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amx
AAT,"American Assets Trust, Inc.",26,$1.56B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aat
AXL,"American Axle & Manufacturing Holdings, Inc.",6.64,$750.89M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/axl
ACC,American Campus Communities Inc,29.84,$4.11B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/acc
AEO,"American Eagle Outfitters, Inc.",8.76,$1.45B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/aeo
AEP,"American Electric Power Company, Inc.",79.88,$39.59B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aep
AEP^B,"American Electric Power Company, Inc.",49.87,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aep^b
AEL,American Equity Investment Life Holding Company,19.97,$1.83B,2003,Finance,Life Insurance,https://old.nasdaq.com/symbol/ael
AEL^A,American Equity Investment Life Holding Company,22.19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ael^a
AXP,American Express Company,88.41,$71.17B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/axp
AFG,"American Financial Group, Inc.",58.01,$5.21B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afg
AFGB,"American Financial Group, Inc.",26.39,n/a,2019,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgb
AFGC,"American Financial Group, Inc.",24.76,$24.71M,2019,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgc
AFGH,"American Financial Group, Inc.",25.15,n/a,2015,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgh
AMH,American Homes 4 Rent,23.91,$7.2B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amh
AMH^D,American Homes 4 Rent,25.855,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,25.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^e
AMH^F,American Homes 4 Rent,24.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^f
AMH^G,American Homes 4 Rent,24.3608,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^g
AMH^H,American Homes 4 Rent,25.44,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^h
AIG,"American International Group, Inc.",28.45,$24.5B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aig.ws
AIG^A,"American International Group, Inc.",25.38,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aig^a
ARL,"American Realty Investors, Inc.",6.72,$107.5M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/arl
ARA,"American Renal Associates Holdings, Inc",6.72,$226.73M,2016,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/ara
AWR,American States Water Company,78.71,$2.9B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awr
AMT,American Tower Corporation (REIT),236.03,$104.63B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amt
AVD,American Vanguard Corporation,12.9,$389.11M,n/a,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/avd
AWK,American Water Works,122.51,$22.18B,2008,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awk
COLD,Americold Realty Trust,34.78,$6.97B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cold
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",131.93,$16.14B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/amp
ABC,AmerisourceBergen Corporation (Holding Co),89.2,$18.14B,n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/abc
RYCE,Amira Nature Foods Ltd,13.5,$27.24M,2012,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ryce
AMN,AMN Healthcare Services Inc,42.3,$1.99B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/amn
AMRX,"Amneal Pharmaceuticals, Inc.",4.38,$1.31B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrx
AP,Ampco-Pittsburgh Corporation,3.13,$39.62M,n/a,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/ap
APH,Amphenol Corporation,88.44,$26.17B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aph
AXR,AMREP Corporation,4.39,$35.72M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/axr
HKIB,AMTD International Inc.,6.42,$1.58B,2019,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/hkib
AME,"AMTEK, Inc.",83.28,$19.11B,n/a,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/ame
PLAN,"Anaplan, Inc.",44.68,$6.12B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/plan
FINS,Angel Oak Financial Strategies Income Term Trust,16.13,$185.82M,2019,n/a,n/a,https://old.nasdaq.com/symbol/fins
AU,AngloGold Ashanti Limited,26.67,$11.09B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/au
BUD,Anheuser-Busch Inbev SA,43.11,$84.47B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/bud
AXE,Anixter International Inc.,94.58,$3.22B,n/a,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/axe
NLY,Annaly Capital Management Inc,6.2,$8.87B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nly
NLY^D,Annaly Capital Management Inc,23.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nly^d
NLY^F,Annaly Capital Management Inc,21.19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nly^f
NLY^G,Annaly Capital Management Inc,20.64,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nly^g
NLY^I,Annaly Capital Management Inc,21.17,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nly^i
AM,Antero Midstream Corporation,3.99,$1.9B,2017,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/am
AR,Antero Resources Corporation,3.03,$813.22M,2013,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ar
ANTM,"Anthem, Inc.",279.96,$70.58B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/antm
ANH,Anworth Mortgage Asset  Corporation,1.55,$153.36M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/anh
ANH^A,Anworth Mortgage Asset  Corporation,20.93,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/anh^a
ANH^B,Anworth Mortgage Asset  Corporation,17.01,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/anh^b
ANH^C,Anworth Mortgage Asset  Corporation,19.84,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/anh^c
AON,Aon plc,196.84,$45.49B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/aon
APA,Apache Corporation,11.92,$4.5B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/apa
AIV,Apartment Investment and Management Company,36.49,$5.43B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiv
APY,Apergy Corporation,9.01,$698.32M,2018,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/apy
APHA,Aphria Inc.,3.58,$956.76M,2018,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/apha
APG,APi Group Corporation,9.83,$1.67B,2020,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/apg
ARI,Apollo Commercial Real Estate Finance,7.57,$1.16B,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ari
APO,"Apollo Global Management, Inc",43.51,$9.96B,2011,Finance,Investment Managers,https://old.nasdaq.com/symbol/apo
APO^A,"Apollo Global Management, Inc",25.69,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/apo^a
APO^B,"Apollo Global Management, Inc",25.8,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/apo^b
AFT,Apollo Senior Floating Rate Fund Inc.,11.89,$185.16M,2011,n/a,n/a,https://old.nasdaq.com/symbol/aft
AIF,Apollo Tactical Income Fund Inc.,11.53,$166.77M,2013,n/a,n/a,https://old.nasdaq.com/symbol/aif
APLE,"Apple Hospitality REIT, Inc.",9.12,$2.04B,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aple
AIT,"Applied Industrial Technologies, Inc.",55.49,$2.15B,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/ait
ATR,"AptarGroup, Inc.",104.15,$6.69B,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/atr
APTV,Aptiv PLC,70.18,$17.89B,2011,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/aptv
ARMK,Aramark,25.61,$6.47B,2013,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/armk
ABR,Arbor Realty Trust,7.2,$793.81M,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/abr
ABR^A,Arbor Realty Trust,23.76,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/abr^a
ABR^B,Arbor Realty Trust,22.9,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/abr^b
ABR^C,Arbor Realty Trust,24.92,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/abr^c
ARC,"ARC Document Solutions, Inc.",0.8242,$35.83M,2004,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/arc
MT,ArcelorMittal,9.35,$9.44B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mt
ARCH,"Arch Resources, Inc.",30.79,$466.24M,2016,Energy,Coal Mining,https://old.nasdaq.com/symbol/arch
ADM,Archer-Daniels-Midland Company,35.8,$19.89B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/adm
AROC,"Archrock, Inc.",5.44,$831.92M,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/aroc
ARNC,Arconic Corporation,9.27,$1.01B,2020,n/a,n/a,https://old.nasdaq.com/symbol/arnc
ARCO,Arcos Dorados Holdings Inc.,3.44,$702M,2011,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/arco
ACA,"Arcosa, Inc.",33.97,$1.64B,2018,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/aca
RCUS,"Arcus Biosciences, Inc.",33.94,$1.56B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rcus
ARD,Ardagh Group S.A.,11.41,$2.7B,2017,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/ard
ASC,Ardmore Shipping Corporation,4.77,$158.49M,2013,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,24.89,$199.12M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/afc
ACRE,Ares Commercial Real Estate Corporation,7,$234.09M,2012,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",10.98,$251.61M,2012,n/a,n/a,https://old.nasdaq.com/symbol/ardc
ARES,Ares Management Corporation,34.67,$4.59B,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/ares
ARES^A,Ares Management Corporation,25.9316,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ares^a
